row_id,tweet_id,date,post_type,language,like_count,retweet_count,reply_count,text,raw_content,hashtags,retweeted_tweet,quoted_tweet,url,user,dataset_split,sampling_strategy,sampled_at
46,1801004101574013386,2024-06-12,reply,en,1,0,0,House Republicans vote to hold Attorney General Merrick Garland in contempt amid ongoing clashes over Biden transcripts. https://t.co/VMeCPPOmtH,House Republicans vote to hold Attorney General Merrick Garland in contempt amid ongoing clashes over Biden transcripts. https://t.co/VMeCPPOmtH,[],False,False,https://twitter.com/WKOW/status/1801004101574013386,"""{'id': 18456335, 'id_str': '18456335', 'url': 'https://twitter.com/WKOW 27 News', 'username': 'WKOW 27 News', 'rawDescription': \""We've Got You Covered with breaking news, weather and sports in and around southern Wisconsin!\"", 'created': datetime.datetime(2008, 12, 29, 19, 2, 29, tzinfo=datetime.timezone.utc), 'followersCount': 45581, 'friendsCount': 920, 'statusesCount': 160899, 'favouritesCount': 1451, 'listedCount': 868, 'mediaCount': 32863, 'location': 'Madison, WI', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/988533398720282625/Ejwmj9Im_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
47,1801028160391123262,2024-06-12,reply,en,3,1,1,"@KarenTOTH18 @itsJeffTiedrich ""It's the law"" because it's Hunter Biden... had it been Don Jr, you clowns would be throwing a 10 megaton shit fit about it...","@KarenTOTH18 @itsJeffTiedrich ""It's the law"" because it's Hunter Biden... had it been Don Jr, you clowns would be throwing a 10 megaton shit fit about it...",[],False,False,https://twitter.com/AllGodsChldren/status/1801028160391123262,"""{'id': 4218925871, 'id_str': '4218925871', 'url': \""https://twitter.com/All God's Children\"", 'username': \""All God's Children\"", 'rawDescription': '\u262e\ufe0f', 'created': datetime.datetime(2015, 11, 18, 15, 25, 49, tzinfo=datetime.timezone.utc), 'followersCount': 99, 'friendsCount': 44, 'statusesCount': 12006, 'favouritesCount': 53939, 'listedCount': 1, 'mediaCount': 4299, 'location': '', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
48,1801017286771519821,2024-06-12,reply,en,0,1,0,Bidenomics is Biden misery caused by Democrats  https://t.co/mTu7oEPkaM,Bidenomics is Biden misery caused by Democrats  https://t.co/mTu7oEPkaM,[],False,False,https://twitter.com/wagenfire1/status/1801017286771519821,"""{'id': 772434123289825281, 'id_str': '772434123289825281', 'url': 'https://twitter.com/Robert Wagen', 'username': 'Robert Wagen', 'rawDescription': 'Paramedic /Firefighter, Maricopa County, married to a feisty Latina, father of 4(adopted 3), fight for our Country,Constitution, 12B Army vet, Christian', 'created': datetime.datetime(2016, 9, 4, 14, 0, 20, tzinfo=datetime.timezone.utc), 'followersCount': 5292, 'friendsCount': 5636, 'statusesCount': 343684, 'favouritesCount': 271085, 'listedCount': 39, 'mediaCount': 2109, 'location': 'Arizona, USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/874447690540691456/iWd5E-HT_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
49,1801015708664394031,2024-06-12,reply,en,3,0,1,"@tify330 @ellaportman1 Have you seen the commercials tiff? The ones pointing out that Jamaal constantly votes with GOP are great. Jamaal”s commercial, well, I’m sure you’ve seen it","@tify330 @ellaportman1 Have you seen the commercials tiff? The ones pointing out that Jamaal constantly votes with GOP are great. Jamaal”s commercial, well, I’m sure you’ve seen it",[],False,False,https://twitter.com/HowardA_AtLaw/status/1801015708664394031,"""{'id': 918302785011093504, 'id_str': '918302785011093504', 'url': 'https://twitter.com/Howard \u2721. \ud83d\udfe6\ud83c\uddee\ud83c\uddf1', 'username': 'Howard \u2721. \ud83d\udfe6\ud83c\uddee\ud83c\uddf1', 'rawDescription': \""Author of Goodnight Loon: Poems & Parodies to Survive Trump, and Goodnight Loon II. Attorney, author, pianist, parodist. Lyrics are mine, typos are Siri's.\"", 'created': datetime.datetime(2017, 10, 12, 2, 30, 19, tzinfo=datetime.timezone.utc), 'followersCount': 44786, 'friendsCount': 1014, 'statusesCount': 153628, 'favouritesCount': 270358, 'listedCount': 149, 'mediaCount': 7007, 'location': 'New York, USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1011423304106827776/n_bfNmBK_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
50,1801025391043174437,2024-06-12,reply,en,0,0,0,@DschlopesIsBack It looks like biden is ready for the debates.,@DschlopesIsBack It looks like biden is ready for the debates.,[],False,False,https://twitter.com/PoloniaForTrump/status/1801025391043174437,"""{'id': 778102378629332992, 'id_str': '778102378629332992', 'url': 'https://twitter.com/Amy Burakami', 'username': 'Amy Burakami', 'rawDescription': '\u2764\ufe0f\ud83c\uddfa\ud83c\uddf8  #MAGA  @UW', 'created': datetime.datetime(2016, 9, 20, 5, 23, 58, tzinfo=datetime.timezone.utc), 'followersCount': 6812, 'friendsCount': 7474, 'statusesCount': 55027, 'favouritesCount': 52734, 'listedCount': 6, 'mediaCount': 101, 'location': 'USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1105196991712157696/btmf76P3_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
51,1801018963721076740,2024-06-12,reply,en,1,0,0,@SpeakerRyan Enough said if you support RINO @LeaderMcConnell MITCH MCCONNELL!  Both of you have your noses up close to BIDEN’S panties!!,@SpeakerRyan Enough said if you support RINO @LeaderMcConnell MITCH MCCONNELL!  Both of you have your noses up close to BIDEN’S panties!!,[],False,True,https://twitter.com/NGCockrell/status/1801018963721076740,"""{'id': 1789525953711951872, 'id_str': '1789525953711951872', 'url': 'https://twitter.com/LECO', 'username': 'LECO', 'rawDescription': '', 'created': datetime.datetime(2024, 5, 12, 5, 20, 43, tzinfo=datetime.timezone.utc), 'followersCount': 140, 'friendsCount': 54, 'statusesCount': 1814, 'favouritesCount': 2195, 'listedCount': 0, 'mediaCount': 54, 'location': 'Texas, USA', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
52,1801004684884267045,2024-06-12,reply,en,1,1,0,This is definitely outside of flag protocol rules.,This is definitely outside of flag protocol rules.,[],False,True,https://twitter.com/MissBeck12/status/1801004684884267045,"""{'id': 1249750201692192769, 'id_str': '1249750201692192769', 'url': 'https://twitter.com/MissBeck71 \ud83c\udf4a\ud83c\uddfa\ud83c\uddf8\u271d\ufe0f Trump2024', 'username': 'MissBeck71 \ud83c\udf4a\ud83c\uddfa\ud83c\uddf8\u271d\ufe0f Trump2024', 'rawDescription': 'Wife Mom Christian Conservative. Daughter of a Navy UDT-22 Frogman/Seal Team 2. Pure\ud83e\ude78 Jesus saves. Trump Won!', 'created': datetime.datetime(2020, 4, 13, 17, 24, 25, tzinfo=datetime.timezone.utc), 'followersCount': 7520, 'friendsCount': 2974, 'statusesCount': 101285, 'favouritesCount': 224728, 'listedCount': 26, 'mediaCount': 9853, 'location': 'Kentucky and Florida', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1786553083645898752/CkYuA3qy_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
53,1801038087444984232,2024-06-12,reply,en,4,0,0,Sad but true. #Trump2024 #MAGA,Sad but true. #Trump2024 #MAGA,[],False,True,https://twitter.com/TomMitc03410343/status/1801038087444984232,"""{'id': 1497252798089601028, 'id_str': '1497252798089601028', 'url': 'https://twitter.com/Tom Mitchell', 'username': 'Tom Mitchell', 'rawDescription': \""Trump is America's last chance. Make America Great Again.  #Trump2024 #MAGA  #TooBig2Rig #AmericaFirst #Patriots\"", 'created': datetime.datetime(2022, 2, 25, 16, 51, 32, tzinfo=datetime.timezone.utc), 'followersCount': 6719, 'friendsCount': 7486, 'statusesCount': 27833, 'favouritesCount': 88547, 'listedCount': 5, 'mediaCount': 8547, 'location': 'Texas, USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1617520460366860288/T0s2X9lO_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
54,1801005044923244744,2024-06-12,reply,en,0,0,0,"Who will be taking Biden's place?We all know he is about to drop out. He will help Hunter out, and then leave. Will it be Kamala? She's an idiot. She is hated as much as Biden. Will it be Newscum? The one that destroyed California. I guess we will see. #FJB #Trump2024 #maga","Who will be taking Biden's place?We all know he is about to drop out. He will help Hunter out, and then leave. Will it be Kamala? She's an idiot. She is hated as much as Biden. Will it be Newscum? The one that destroyed California. I guess we will see. #FJB #Trump2024 #maga",[],False,False,https://twitter.com/MandyMarie37956/status/1801005044923244744,"""{'id': 1676855626796867584, 'id_str': '1676855626796867584', 'url': 'https://twitter.com/\ud83c\uddfa\ud83c\uddf8 Manda Marie\ud83c\uddfa\ud83c\uddf8', 'username': '\ud83c\uddfa\ud83c\uddf8 Manda Marie\ud83c\uddfa\ud83c\uddf8', 'rawDescription': '\ud83c\uddfa\ud83c\uddf8 America First\ud83c\uddfa\ud83c\uddf8 I love our country! freedom of speech \ud83c\udfa4 Make America Great Again!', 'created': datetime.datetime(2023, 7, 6, 7, 29, 21, tzinfo=datetime.timezone.utc), 'followersCount': 183, 'friendsCount': 209, 'statusesCount': 5350, 'favouritesCount': 2030, 'listedCount': 0, 'mediaCount': 299, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1780280350897250304/-hCh13iD_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
55,1801027630990283107,2024-06-12,reply,en,0,0,0,@DonaldTNews How many models did what she did.  She wasn’t a porn star like stormy!  She is the most beautiful and knew how to speak without insulting Americans - Jill Biden insulted &amp; Michele was totally arrogant and obnoxious.,@DonaldTNews How many models did what she did.  She wasn’t a porn star like stormy!  She is the most beautiful and knew how to speak without insulting Americans - Jill Biden insulted &amp; Michele was totally arrogant and obnoxious.,[],False,False,https://twitter.com/MarshaR91436833/status/1801027630990283107,"""{'id': 1045793382533091328, 'id_str': '1045793382533091328', 'url': 'https://twitter.com/Marsha Roberts', 'username': 'Marsha Roberts', 'rawDescription': '', 'created': datetime.datetime(2018, 9, 28, 21, 52, 27, tzinfo=datetime.timezone.utc), 'followersCount': 21, 'friendsCount': 125, 'statusesCount': 3183, 'favouritesCount': 179, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
56,1801347617613402417,2024-06-13,reply,en,0,0,0,"@POTUS 
The Clintons, Hussein &amp; Mike Obama and Demented Joe &amp; Silly Biden have DESTROYED AMERICA’S MORAL COMPASS on the LEFT (what little they had) &amp; are doing all possible to take down the RIGHT &amp; their beliefs!
That leaves nothing but THE GLOBALIST HELL THEY DESIRE FOR AMERICA!","@POTUS 
The Clintons, Hussein &amp; Mike Obama and Demented Joe &amp; Silly Biden have DESTROYED AMERICA’S MORAL COMPASS on the LEFT (what little they had) &amp; are doing all possible to take down the RIGHT &amp; their beliefs!
That leaves nothing but THE GLOBALIST HELL THEY DESIRE FOR AMERICA!",[],False,False,https://twitter.com/hogue1952/status/1801347617613402417,"""{'id': 1625835182006669316, 'id_str': '1625835182006669316', 'url': 'https://twitter.com/TexasGMAR', 'username': 'TexasGMAR', 'rawDescription': 'nothing', 'created': datetime.datetime(2023, 2, 15, 12, 32, 25, tzinfo=datetime.timezone.utc), 'followersCount': 101, 'friendsCount': 61, 'statusesCount': 2815, 'favouritesCount': 727, 'listedCount': 0, 'mediaCount': 641, 'location': 'Texas, USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1811474281769107460/So5oeItO_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
57,1801014058717413820,2024-06-12,reply,en,0,0,0,"@BasedMikeLee Yes I do. It was the last day Former President Obama was in office. 

The Banana Republic started the day Trump was inaugurated. 

Thankfully that ended the day President Biden was inaugurated.","@BasedMikeLee Yes I do. It was the last day Former President Obama was in office. 

The Banana Republic started the day Trump was inaugurated. 

Thankfully that ended the day President Biden was inaugurated.",[],False,False,https://twitter.com/quietlyitsme/status/1801014058717413820,"""{'id': 299460939, 'id_str': '299460939', 'url': 'https://twitter.com/P.A.Dawson', 'username': 'P.A.Dawson', 'rawDescription': '#GreatLakesLover \\n#Dem #Resistance\\n#Lovemydog  #BidenHarris2024\\n\u271d\ufe0f\ud83c\uddfa\ud83c\uddf2\ud83c\udf0e\ud83c\udf1a\ud83c\udf1d', 'created': datetime.datetime(2011, 5, 16, 3, 52, 27, tzinfo=datetime.timezone.utc), 'followersCount': 2177, 'friendsCount': 2617, 'statusesCount': 35985, 'favouritesCount': 53450, 'listedCount': 1, 'mediaCount': 1190, 'location': '\ud83c\udf0e', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1640860352140197891/XJKrTA15_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
58,1801349686093300092,2024-06-13,reply,en,0,0,0,"It's so weird that we never see leaks from ""private"" meeting when the communist democrats have high level pow-wows. (a little native American lingo there)
But we always get leaks from GOP. #whocanwetrust","It's so weird that we never see leaks from ""private"" meeting when the communist democrats have high level pow-wows. (a little native American lingo there)
But we always get leaks from GOP. #whocanwetrust",[],False,False,https://twitter.com/dug_nath/status/1801349686093300092,"""{'id': 1270007437253378049, 'id_str': '1270007437253378049', 'url': 'https://twitter.com/dugNath', 'username': 'dugNath', 'rawDescription': '67 year old, very pro Freedom and Liberty. Not ashamed to be proud of America and all she stands for. History is Not offensive it\u2019s just what happened. Grow up!', 'created': datetime.datetime(2020, 6, 8, 14, 59, 26, tzinfo=datetime.timezone.utc), 'followersCount': 72, 'friendsCount': 292, 'statusesCount': 2649, 'favouritesCount': 2918, 'listedCount': 0, 'mediaCount': 3, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1270007725565644800/n9CbUcz0_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
59,1801002123775369283,2024-06-12,reply,en,0,0,0,@RyanShead Hey AOC how is it that you’re worth 30 million dollars?,@RyanShead Hey AOC how is it that you’re worth 30 million dollars?,[],False,False,https://twitter.com/JayMacias225194/status/1801002123775369283,"""{'id': 1640693624571830274, 'id_str': '1640693624571830274', 'url': 'https://twitter.com/MAGA-VOLT', 'username': 'MAGA-VOLT', 'rawDescription': 'Electrician - MAGA - NO DM\u2019s', 'created': datetime.datetime(2023, 3, 28, 12, 34, 27, tzinfo=datetime.timezone.utc), 'followersCount': 222, 'friendsCount': 274, 'statusesCount': 4643, 'favouritesCount': 961, 'listedCount': 0, 'mediaCount': 714, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1668144519433560064/1030bKGh_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
60,1801025635776909595,2024-06-12,reply,en,0,0,0,@Acyn That's a deep belly laugh.  Trump pardoning Hunter Biden or  commuting the sentence?  No way.,@Acyn That's a deep belly laugh.  Trump pardoning Hunter Biden or  commuting the sentence?  No way.,[],False,False,https://twitter.com/Outoffresno/status/1801025635776909595,"""{'id': 1641185173176979456, 'id_str': '1641185173176979456', 'url': 'https://twitter.com/On the run', 'username': 'On the run', 'rawDescription': '', 'created': datetime.datetime(2023, 3, 29, 21, 7, 31, tzinfo=datetime.timezone.utc), 'followersCount': 36, 'friendsCount': 8, 'statusesCount': 2671, 'favouritesCount': 691, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
61,1801037142191145418,2024-06-12,reply,en,0,0,0,@TaraBull808 A smoke screen. But the real trial will be done by WE THE PEOPLE on the 11/5/24. MAGA. Trump 2024-2028 🇺🇸,@TaraBull808 A smoke screen. But the real trial will be done by WE THE PEOPLE on the 11/5/24. MAGA. Trump 2024-2028 🇺🇸,[],False,False,https://twitter.com/lamis1712/status/1801037142191145418,"""{'id': 1260976320, 'id_str': '1260976320', 'url': 'https://twitter.com/Franzo Marruffo', 'username': 'Franzo Marruffo', 'rawDescription': 'Venezolano, Ingeniero Qu\u00edmico MSc PhD. Actualmente jubilado.', 'created': datetime.datetime(2013, 3, 12, 3, 20, 12, tzinfo=datetime.timezone.utc), 'followersCount': 647, 'friendsCount': 188, 'statusesCount': 94660, 'favouritesCount': 30970, 'listedCount': 3, 'mediaCount': 423, 'location': 'Caracas', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/3387118176/3962653535e99a9b3698d3ad538babaf_normal.jpeg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
62,1801041070949638556,2024-06-12,reply,en,1,0,1,"@powerpoints101 🎯
Abraham Lincoln at Gettysburg to honor soldiers that sacrificed their lives:  “that government of the people, by the people, for the people, shall not perish from the earth.”

GOP is taking WTP out of govt by selling our votes, voices, and country to dark money billionaires.","@powerpoints101 🎯
Abraham Lincoln at Gettysburg to honor soldiers that sacrificed their lives:  “that government of the people, by the people, for the people, shall not perish from the earth.”

GOP is taking WTP out of govt by selling our votes, voices, and country to dark money billionaires.",[],False,False,https://twitter.com/Barrabarra5/status/1801041070949638556,"""{'id': 1354589742, 'id_str': '1354589742', 'url': 'https://twitter.com/Fox Newzz and maga Repubzz are not patriots.', 'username': 'Fox Newzz and maga Repubzz are not patriots.', 'rawDescription': 'GOP arsonists are torching civil rights, democracy, and the economy, then blame Dems for the fire. #SeditiousConspiracy #RICO \\nEnd #CitizensUnited #DarkMoney', 'created': datetime.datetime(2013, 4, 15, 15, 21, tzinfo=datetime.timezone.utc), 'followersCount': 3367, 'friendsCount': 4988, 'statusesCount': 151570, 'favouritesCount': 174086, 'listedCount': 3, 'mediaCount': 2792, 'location': '\ud83c\uddfa\ud83c\uddf8\ud83c\uddfa\ud83c\udde6 #LawNotWar', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1386359268018896906/7pD-r_WP_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
63,1801020457002414188,2024-06-12,reply,en,0,0,0,"ASK | #AmericaShouldKnow
•••
Jerry Nadler.
The Democrats sent him to defend Biden's flimsy ""executive privilege"" claim against releasing the videotape of his deposition with Robert Hur...
It did not go well...","ASK | #AmericaShouldKnow
•••
Jerry Nadler.
The Democrats sent him to defend Biden's flimsy ""executive privilege"" claim against releasing the videotape of his deposition with Robert Hur...
It did not go well...",[],False,True,https://twitter.com/MerelyRight/status/1801020457002414188,"""{'id': 2630207926, 'id_str': '2630207926', 'url': 'https://twitter.com/MerelyRight', 'username': 'MerelyRight', 'rawDescription': 'Christian. Conservative. Curious.', 'created': datetime.datetime(2014, 6, 22, 2, 46, tzinfo=datetime.timezone.utc), 'followersCount': 436, 'friendsCount': 872, 'statusesCount': 25199, 'favouritesCount': 13550, 'listedCount': 1, 'mediaCount': 3374, 'location': 'Texas, USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/888595105287872512/Xc58C_iC_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
64,1801009535852949528,2024-06-12,reply,en,0,0,0,"@wendyp4545 Actually, to be fair, most of us had a LOT of information that the media and our representatives ignored.  Some new details are coming to light, but the Russia collusion and the Biden Crime Family shenanigans have been known about for YEARS!","@wendyp4545 Actually, to be fair, most of us had a LOT of information that the media and our representatives ignored.  Some new details are coming to light, but the Russia collusion and the Biden Crime Family shenanigans have been known about for YEARS!",[],False,False,https://twitter.com/AnnRobischon/status/1801009535852949528,"""{'id': 1797008182411206657, 'id_str': '1797008182411206657', 'url': 'https://twitter.com/Ann Robischon', 'username': 'Ann Robischon', 'rawDescription': 'MAGA!!! Trump/Vance 2024! Anything else would be just stupid!  DM=blocked every time', 'created': datetime.datetime(2024, 6, 1, 20, 52, 16, tzinfo=datetime.timezone.utc), 'followersCount': 1720, 'friendsCount': 1929, 'statusesCount': 5148, 'favouritesCount': 2104, 'listedCount': 1, 'mediaCount': 264, 'location': 'America', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1813434997870583808/GB7QQgyY_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
65,1801007455868015057,2024-06-12,reply,en,0,0,1,@Everylastgoat Right well show me the legitimate polls that say Biden has zero followers on all of those platforms,@Everylastgoat Right well show me the legitimate polls that say Biden has zero followers on all of those platforms,[],False,False,https://twitter.com/CharlieH11111/status/1801007455868015057,"""{'id': 834011210, 'id_str': '834011210', 'url': 'https://twitter.com/CHW', 'username': 'CHW', 'rawDescription': '', 'created': datetime.datetime(2012, 9, 19, 19, 46, 1, tzinfo=datetime.timezone.utc), 'followersCount': 79, 'friendsCount': 453, 'statusesCount': 8168, 'favouritesCount': 10910, 'listedCount': 1, 'mediaCount': 295, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1585139757344034816/DfIyDGo9_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
66,1801023002059882685,2024-06-12,reply,en,0,0,0,"This is what MAGA wants and would rather have Putin, then Biden in Office! Please help me understand! 
Twins https://t.co/1nfWrGIig3 via @YouTube","This is what MAGA wants and would rather have Putin, then Biden in Office! Please help me understand! 
Twins https://t.co/1nfWrGIig3 via @YouTube",[],False,False,https://twitter.com/ktlonglegs2528/status/1801023002059882685,"""{'id': 1634204770415128579, 'id_str': '1634204770415128579', 'url': 'https://twitter.com/I AM Karen', 'username': 'I AM Karen', 'rawDescription': 'most of the time I\u2019m really not! Well then go ask my manager if you don\u2019t believe me. A forever Democrat! F Chump n vote \ud83d\uddf3\ufe0f BLUE IN 24! let\u2019s save democracy', 'created': datetime.datetime(2023, 3, 10, 14, 49, 35, tzinfo=datetime.timezone.utc), 'followersCount': 1796, 'friendsCount': 3373, 'statusesCount': 10162, 'favouritesCount': 9664, 'listedCount': 2, 'mediaCount': 396, 'location': 'Maryland, USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1759818995736154112/r1WXtEeC_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
67,1801027630390522046,2024-06-12,reply,en,0,0,1,@LiberalHam7060 @bigjohnny292 @PCJ3dogs @vlb55jr @lavern_spicer Exactly he did more for Black people than Donald Trump. No let’s not forget that this was the same ex-president that put an added in the New York Times for the execution of five innocent Black men crime didn’t commit that was 35 years ago,@LiberalHam7060 @bigjohnny292 @PCJ3dogs @vlb55jr @lavern_spicer Exactly he did more for Black people than Donald Trump. No let’s not forget that this was the same ex-president that put an added in the New York Times for the execution of five innocent Black men crime didn’t commit that was 35 years ago,[],False,False,https://twitter.com/Real_Dave77/status/1801027630390522046,"""{'id': 1679506529853095937, 'id_str': '1679506529853095937', 'url': 'https://twitter.com/David', 'username': 'David', 'rawDescription': 'Here where I talk about my favorite interest, Video Games, Sports (Ravens, Lakers, Orioles, Capitals, Florida Gators Football) and other stuff. \ud83c\udfae\ud83c\udfc8\u26be\ufe0f\ud83c\udfc0', 'created': datetime.datetime(2023, 7, 13, 15, 2, 32, tzinfo=datetime.timezone.utc), 'followersCount': 698, 'friendsCount': 201, 'statusesCount': 18668, 'favouritesCount': 8578, 'listedCount': 6, 'mediaCount': 3322, 'location': 'Baltimore, MD', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1825999125344624640/2pbut-QG_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
68,1801020935215911269,2024-06-12,reply,en,1,0,0,@bama_angel4life Beautiful as always 😘🤗,@bama_angel4life Beautiful as always 😘🤗,[],False,False,https://twitter.com/No3Putt4Me/status/1801020935215911269,"""{'id': 1459289905461436417, 'id_str': '1459289905461436417', 'url': 'https://twitter.com/Ken Smiley Ultra-MAGA and one pissed off Marine.', 'username': 'Ken Smiley Ultra-MAGA and one pissed off Marine.', 'rawDescription': 'Retired Marine MSgt. \ud83c\udfc8(Bills). fiscal conservative and I do vote. America \ud83d\udc4d Socialists and assholes \ud83e\udd2c\ud83e\udd2e. Big flirt and \ud83d\udc36 lover. Happily Married \u2764\ufe0f', 'created': datetime.datetime(2021, 11, 12, 22, 40, 35, tzinfo=datetime.timezone.utc), 'followersCount': 3193, 'friendsCount': 859, 'statusesCount': 35720, 'favouritesCount': 118457, 'listedCount': 3, 'mediaCount': 1641, 'location': 'Myrtle Beach, SC', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1810124217364402176/ojY4I4b7_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,random,2026-02-15 20:27:11.802983
