row_id,tweet_id,text,like_count,date
46,1801040249856110628,"Maga=pendejo. Please laugh
#vote #endfascism #felon #AdjudicatedRapist",0,2024-06-12
47,1801039414543471045,"@ilhousegop @IllinoisDNR Yes, they carry the biden.election flu",0,2024-06-12
48,1801041781921812737,@nedryun Actually what is the GOP message,0,2024-06-12
49,1801039278169874446,@DividedWeFa11 @MikeSington @MuellerSheWrote He has a daughter also. The Biden's don't care about the conviction. biden will commute his crackhead son's sentence.,0,2024-06-12
50,1801040199184527433,"@JohnGround5 @teammoreno2024 The Biden family are pedophiles, sleeping with underage children. https://t.co/KPtO2FbEun",0,2024-06-12
51,1801040724080697395,@ShevrinJones @GovRonDeSantis Rain in Florida? No fucking way....,1,2024-06-12
52,1801039723172880511,"Just wanted to say thank you all so very much for the kind messages. It’s deeply heartwarming and I am beyond blessed!

It’s honestly really surreal to think this is actually happening, but I am ready!",19,2024-06-12
53,1801041580138115439,"@dom_lucre I think he HAS to be trolling the rest of Congress now!  I could see that.  Most of them are white collar criminals, so wearing a suit and tie over a hoodie is funny.",217,2024-06-12
54,1801039420323156086,@bluey_szn @CilComLFC Just substitute liberal for democratic and conservative for republicans and this fits perfectly here. https://t.co/EIWItHVs7s,14,2024-06-12
55,1801041633112117469,"@ClayTravis If Biden isn’t replaced as the nominee, they’ll will him to victory by cheating.  If Trump somehow wins, they’ll do something that hasn’t been done since JFK.  Been saying it for months, and I still believe it.",0,2024-06-12
56,1801038952603783557,"Garland is a RAT, just like Fauci. Time for Justice. 🇺🇸 https://t.co/p2YzNsgUhT",0,2024-06-12
57,1801040444941320528,"@DivinyPete No AMERICA turned became RED when DONALD TRUMPS verdict was read . He's raised the most money since and Democrats have donated for the first time to DONALD TRUMP and will vote for TRUMP for the first time. Haven't you heard of the 
WALK AWAY DEMOCRAT MOVEMENT  ?",0,2024-06-12
58,1801041018969870832,"@jessies_now MARIE LE PEN  ! got ;cheated' just like TRUMP ! she was cheated by that Little French TURD Macron!  The PUPPET of  the GLOBALIST'S !                                                    he world have ""sold out "" the French People ! Now , he will go to PRISON !      like the Biden's",0,2024-06-12
59,1801039181671473642,@simonateba The Sargent at arms needs to arrest him immediately for defying a subpoena! NO ONE IS ABOVE THE LAW! Not even Biden’s gangsters!,0,2024-06-12
60,1801040800870002974,On the other hand Biden STOLE TOP SECRET DOCUMENTS from Congressional Skifs WHILE HE WAS A SENATOR…He also failed to return documents from when he was VP.,0,2024-06-12
61,1801041083188891873,"@JoeBiden Gaslighting Joe caused the inflation with his war on oil and is responsible for several of our largest banks to go under and blew up the debt by over 10 trillion dollars! Everything lyin Joe say the GOP will do, he already has done! The extreme MARXIST democrats HATE YOU!",0,2024-06-12
62,1801041190898545057,"@leigh_knapp @Aku_700 @JoJoFromJerz The amount of fraud &amp; lawsuits against Trump &amp; his children is massive compared to the Biden family, who a 2 year congress investigation ran by republicans &amp; ended with a impeachment Enquiry, came up with NOTHING.

Enjoy your cult",1,2024-06-12
63,1801040947863539944,"@CPC_HQ Common Sense Conservative

Deafening Silence

Jumbo Shrimp",0,2024-06-12
64,1801041514799255560,"@KevinlyFather Next on Hannity: “fresh off his stunning performance in the great ‘electrocution vs. shark debate‘, Donald Trump promises that when elected, he will have a ‘bitcoin manufacturing week’.”",1,2024-06-12
65,1801041742227001538,"@AwTroon @ScotNational We all know that Westminster will refuse independence talks. But it's vital that both conservative and Labour governments do so, because it is legal evidence of refusing our democratic rights. The fight goes on!",3,2024-06-12
66,1801040608972206423,"Voters react to Hunter Biden verdict: ‘You make your choices and you deal with your consequences
 https://t.co/rq5O5W90wj",0,2024-06-12
67,1801040540047458656,@ClayDeux What is she trying to prove? That Trump sent young children and babies to where? Isn't that what Biden has allowed recently in the last almost 4 years he's been in office? Allowing young children to be taken by whom and to where? Yeah. they should talk.,0,2024-06-12
68,1801040319321932200,"@louganzo @marktmt @simonateba @RepJerryNadler Biden’s DoJ~you hate it, we both know it, let’s move on. 

I meant that Donald Trump CHEATS his contractors. He doesn’t pay, makes them sue, then settles for pennies on the dollar. Or didn’t you notice that all his rallies lately are OUTdoors? No-one wants to rent to him.",0,2024-06-12
69,1801040219669508160,@RepAdamSchiff @HouseGOP Biden is putting America at risk: https://t.co/qcAB1l8W59,0,2024-06-12
70,1801041264713830582,"@ShehuSani Pres. Biden's was actually a tripping, this one looks like the gods came. Also, these three you mentioned are old unfit persons for that post. As for the USA, they have a 'policied' system that allow most persons to function in that position. This comparison is weak.",0,2024-06-12
71,1801040117894701456,30 days aged ribeye. 😍 https://t.co/DuusKbcxrW,1,2024-06-12
72,1801039199832858647,"This is the best tweet I've seen from you in over 2 years.

Not sure what you've been doing or where you were, but it's good to hear from you.

Please follow this up with more and begin to hold Biden responsible for the economic, moral &amp; catastrophic world conditions.",0,2024-06-12
73,1801039115636404575,"@KathrynTewson @schwatd2 @JosephPoulin175 @Alnt37601204 @Junts @Anderso62728581 @Anusien @GenderVe @SpinelessGOP2 @grandeleague1 @PearseReynolds @texan_maga @Scribbles646 @SenMikeLee @Authentic_HQ ""[W]here any statutory criminal predicate (even if uncharged) is itself a legal violation, then every juror must agree that that specific predicate (or legal violation) was violated as if it had been separately charged. Why? Because any separately charged legal violation would",0,2024-06-12
74,1801039913531441618,@dvsbrdly @NMoonitz @palatofino @UnrealBluegrass And why is it ok for Trump to enrich himself but not for Biden? Your double standard &amp; false info is beginning to irritate me.,1,2024-06-12
75,1801041693736665497,"@DineshDSouza Every effing day the MAGAs and @GOP effing PROJECT.  IT is effing exhausting.  ALWAYS.. trump is charged with election interference, the cult does their counter-charge (never, ever are their charges backed up, whatever)  ITS ALWAYS FOR THE FOX ECHO CHAMBER HEADLINES. EFF TRUTH.",0,2024-06-12
76,1801041106244641152,@VoteBidenOut Will Biden still attend the presidential debate or will he just take a zoom call from his basement?,6,2024-06-12
77,1801039515663888474,"@KatTheHammer1 It's been 1253 days since Donald Trump radicalized Ashli Babbitt and incited a riot. Yet, he has not apologized or held accountable for his actions. Ashli should have been lawful. Michael Byrd was protecting Congress and fulfilling his oath to preserve and protect. #DonaldDidIt https://t.co/3rsZyMlrfL",1,2024-06-12
78,1801039142714839286,@realtonysm1th Where Vance gets it is on economics where the GOP also has problems,0,2024-06-12
79,1801039576531935272,"@CBSNews Biden doesn't even know where he is, and can't answer questions unless they're prepared in advance. I've never seen a president so incapable in all my life.

Trump has shown 0% decline, as he continues to deal with bogus lawfare, while holding rallies all over the country. The",0,2024-06-12
80,1801039350790013052,"@GovRonDeSantis If Biden can ignore the Supreme Court, then why not you?",0,2024-06-12
81,1801039981181333622,"@MikeSington Oh boy, Mike. It’s true. Biden folk are immune to irony.",0,2024-06-12
82,1801040002555465995,"@mommamia1217 @RepAdamSchiff @FayeWil38564518 @HouseGOP You can’t be serious with this statement. 

First off if you back Schiff you aren’t an independent. Nothing he does helps your beliefs.

Second he spent 20 million dollars to go after a political opponent. No democracy there. 

Third no one from GOP is throwing anything away.",3,2024-06-12
83,1801041003261923546,"@PerrodinNathan @MarioNawfal YES! I agree...BIDEN did make CHINA'S and UKRAINE 'S economy BETTER,BUT NOT THE COUNTRY HE WAS PRESIDENT OF...US!",1,2024-06-12
84,1801040014299615257,@DaemonOneil @ruthbenghiat What do you think January 6th was as supported by certain maga congress member?,0,2024-06-12
85,1801039824138498388,@BetteMidler Joe Biden showered with his 10 yr old daughter,0,2024-06-12
86,1801041646223552778,"@POTUS @VP
Biden/Harris, what are you going to do about the anarchy in Seattle/Portland/San Francisco/etc... on the west coast???? Nothing I suspect.  Figures. You two jokes are not up to solving anything. Just eat your ice cream and try not to totally destroy America.
@GOP @DNC",0,2024-06-12
87,1801039310189187228,fuck joe biden https://t.co/qegA2pmp5s,0,2024-06-12
88,1801040476113428768,@LuckyMcGee Radiveradum? The GOP has been trying to raise the price of Radiveradum for years. Good move! 👍,0,2024-06-12
89,1801039359363223936,@oppmiles And the death grip he has in the gop he’ll get away with anything,0,2024-06-12
90,1801038967833337943,"@MSFreePress Dang, Hunter has now lost my vote. 

Feckless GOP tries to hurt Joe through his son with trash hearings and compromised “evidence”. Throwing rocks from glass houses. 

I didn’t see Joe cry to the press gaggle (like the little Orange bitch) about witch hunts and cold courtroom. https://t.co/UlWXkgvEno",0,2024-06-12
91,1801041469408706956,Check to see what President Biden has already done for your state.,15,2024-06-12
92,1801040551564759156,"House Republicans subpoenaed AG Merrick Garland for the audio recordings of Special Counsel Hur’s interview with Joe Biden. 

Yet, he has REFUSED to comply and hand over the tapes. 

Is AG Garland and the DOJ trying to cover for their boss?",1,2024-06-12
93,1801039424672653525,"@acnewsitics well see hunter was guilty and you all said it was fake news and now we know was true , with trump 90 % of everything you accused him of was fake news and proven ,hes guilty of paying porn start to shut up , biden and illegal firearms crack we all know the coke in house was his",0,2024-06-12
94,1801040541464838375,You’re a lying SL*T!,1,2024-06-12
95,1801040060101296499,@Jurgen80048425 @Strandjunker Minimumaly. That’s how.,1,2024-06-12
96,1801041372419375578,"@TheClassicalCon But that’s only the best an American conservative could get. Ideally, I think an established Christian monarchical integralism would be the best form of government .. and the best form of conservatism.",0,2024-06-12
97,1801039229465534917,"There is a targeting with missiles that is hitting Rafah very violently for more than two hours now. Continuous strikes on Rafah with expectations of massacres occurring.
#Gaza #Rafah #Biden https://t.co/4ofUF5Xenr",1,2024-06-12
98,1801039558731055597,@joncoopertweets @KatyTurNBC @MSNBC What don’t like the truth! Jill was the sleeping with Biden while he was married to his first wife. The car accident happened because Biden’s first wife was so distressed when she found he was cheating on her!,0,2024-06-12
99,1801041610710343694,@Rax230 @CamillaTominey Don't worry. Biden will make them look fantastic.,0,2024-06-12
100,1801040092489814468,@JesseBWatters Wait a minute since when can I run?,3,2024-06-12
101,1801039665627029919,@LeoTheLion1964 Talking points for the gutless GOP.,1,2024-06-12
102,1801041750317769094,"I certainly hope you’re equally concerned about the many boxes of classified documents found at that gaudy country club in Florida. But, of course, you want Democrats held accountable but not the convicted felon Donald Trump. I miss what your party used to be.",0,2024-06-12
103,1801041112758382742,@Truf_pfk @theliamnissan Your guy has 34 felony convictions. YOU support a criminal. Hunter Biden isn’t the one running for office.,0,2024-06-12
104,1801040192502944110,"MAGA will end up in the dustbin of history within the next few election cycles.

MAGA candidates lose…that’s what they do. https://t.co/JReb0Yqeaf",7,2024-06-12
105,1801040576659218592,"According to the polling, Biden's actually doing just great among the kinds of voters who would vote in a special election https://t.co/j22jblCQnU",76,2024-06-12
106,1801040928075100249,"every time i see her pop up in my feed again i've almost forgotten about her and end up being like ""is that that most dehydrated conservative lady?""",0,2024-06-12
107,1801039866043732331,"Hey everyone, the American media that ""Dismissed"" the #HunterBidenTrial and conviction just post a 25 paragraph article about Clarence Thomas' Great Nephew for drugs and guns.

@BusinessInsider should change their name to #DemocratInsider

https://t.co/nZeV0Xrc86",0,2024-06-12
108,1801041463716823396,@LeighBelle45 Yes lmao,0,2024-06-12
109,1801041702905577832,"@AZMjRG @DocNetyoutube Because the MSM doesn’t report that the top crime cities aren’t reporting their crimes, or that the DOJ made reporting crimes voluntary, and yes, they think we’re as stupid as Biden voters.",1,2024-06-12
110,1801040158403285394,"Zionist POS. 
Just like Biden and RFKjr.",0,2024-06-12
111,1801038872031150497,@KingTruckle You are kooky.,0,2024-06-12
112,1801041274390134867,@RickyDoggin Racist loser,0,2024-06-12
113,1801038947075670396,"@AreOhEssEyeEe ...back seat spent months recovering in hospital.  The police were called to the accident and they interviewed the woman that was driving the second car.  When Joe Biden arrived, he neglected to tell the police that he knew the woman, and was having an affair with her...",1,2024-06-12
114,1801039783839375658,@CollinRugg Yet the #GOP and its own members won’t uphold the law.,1,2024-06-12
115,1801041281654624413,"@JenRodbowers @jimstewartson Fine. Use the same arguments as MAGA, if you want to be in that company.",0,2024-06-12
116,1801039704558534946,"Supreme Court Won’t Consider Challenge to Biden’s Order on Elections Until Sept. 30 https://t.co/GlQeZubpSK via @epochtimes    If  you can't get your a.. out  and register to vote, THEN don't vote.  The taxpayer should NOT be covering the cost of getting lazy people out the vote!",0,2024-06-12
117,1801041792923578484,"@lukepbeasley I cant imagine anyone actually feels this way. As much as you hate Donald trump, you don’t believe this. Brainwashed, complicit (black mail or money), or just have no clue whats going in and just want to fit in somewhere. There are no other options",1,2024-06-12
118,1801041473577619537,@RpsAgainstTrump @AdamKinzinger CNN? Corporate-Intel Media? Joe Biden? Everyone on the left side of the Political Ledger? You are not Republicans and need to be excised from the GOP. The Goldwater Institute is taking a good hard look at you guys and others as a matter of legal recourse.,0,2024-06-12
119,1801040538235543664,@robert_kliemann @Ames2420 Trump did that. Gave a middle class tax break. BIDEN  is letting those middle class tax breaks expire. Buckle up.,0,2024-06-12
120,1801039886038016408,@NuckChorris16 Do MAGA know rubbing honey all over and walking naked in the mountains removes 5g nanobots?,0,2024-06-12
121,1801038888783274418,"No winning for the Demons in Nov.

You can talk until you're blue in the face, Marc.

It's TRUMP all the way baby!

#Trump2024",0,2024-06-12
122,1801040484975919338,"@simonateba The maga House cannot govern, they just play revenge games",1,2024-06-12
123,1801041039001567549,"@Mollyploofkins Lots of boot lickers are lining up and trying to appeal to the cult. But once the orange turd is gone, I think maga will fracture into many different sub cults and spend all their time fighting amongst themselves.",0,2024-06-12
124,1801040050748117255,@gmfkms04 @TheRyanHamilton Really?  Then this didn’t happen to the Hamiltons? I’ve actually heard several similar stories in “conservative” states. No. This is what they want. What the republicans are fighting for. This control of women. To the death. Wake up.,3,2024-06-12
125,1801040604518035488,"@MenningOwen @Down4Mizzou @CantEverDie tf u mean not true? in which of the 6 states that will decide the elections (pennsylvania, michigan, wisconsin, arizona, georgia, nevada) is biden leading in polls? none. trump leads comfortably with +4 in AS, GA, NV. he needs only one of the other 3 he's narrowly leading.",0,2024-06-12
126,1801039667610919419,@BidenHQ Obergefell v. Hodges is on the ballot. Brown v. Board of Education is on the ballot. Loving v. Virginia is on the ballot. The Civil Rights Act and the Voting Rights Act are on the ballot. MAGA doesn't want to go back to 1957; they want to go back to 1890 under Jim Crow.,1,2024-06-12
127,1801039834066104551,FBI Building. Seattle… 🤷🏼‍♀️,2,2024-06-12
128,1801040913143046599,"@thereidout @brianstelter @MollyJongFast @matthewjdowd @ProfMMurray @VoteGloriaJ Ms. Rharrit, too bad your resignation is worthless. You need to be reminded that it was HAMAS who started this conflict and it IS HAMAS (not Pres. Biden and admin.) who can END IT by doing ONE THING- RETURN ALL THE HOSTAGES IMMEDIATELY!!!!",1,2024-06-12
129,1801041029358887041,@RoxineKing I RATHER VOTE FOR A FELON THAN A PEDOPHILE NAME BIDEN https://t.co/nIVVRzr6WQ,0,2024-06-12
130,1801040869589459007,"@SwipeWright The reason why this is nonsense, where would Bill Clinton be on this chart? Al Gore? Where George W Bush? Mitt Romney? John McCain? Dick bleddy Cheney? The idea Biden is miles left from Clinton, and Trump is where Romney was, is insane.
https://t.co/AoiqvqsYYD",0,2024-06-12
131,1801039466318213164,@IngrahamAngle 99% of first time offenders charged with the same gun charges as Hunter Biden - also a first time offender - never go to trial.,0,2024-06-12
132,1801040430143852581,@OneBadDude_ @JoeBiden Biden family bank accounts,1,2024-06-12
133,1801040019747918230,"@SpeakerJohnson In the reality, the rest of us live in

Thanks to #MAGA @HouseGOP complicity to corruption &amp; #Treason of @realDonaldTrump 

In @SpeakerJohnson we have a COUP PARTICIPANT IN 'LINE OF SUCCESSION'!",0,2024-06-12
134,1801040032628965573,Should be #1 news but Biden doesn’t want you to know about this!,0,2024-06-12
135,1801040868159246833,@CollinRugg We are all concerned with Biden's policies!,0,2024-06-12
136,1801041349593993553,@TammyTPace0121 @harryjsisson Biden Campain funded losers.... https://t.co/H1rBob5SuA,1,2024-06-12
137,1801041587339669969,@Tunde_AI @instablog9ja You can show us Biden fallen becos ur god fell but when it comes to the welfare of the people u will be shifting post. A ni oponu ni gbogbo yin,2,2024-06-12
138,1801040057224098200,"@harryjsisson Um, nope.  IS that a joke...Biden and his corrupt low class  family have all made money off the taxpayers. Trump had a business and was successful Doesn't need to rip off the taxpayers and sell out his country to get ahead. F off.",0,2024-06-12
139,1801040748348870952,"ASSAULT RIFLE 15’s SHOULD BE BANNED! 

- mainstream media

#firearms #firearmssavelives #firearmsdaily #firearmsfriday #2a #2amendment #2asupporter #2ndamendment #america #guns #gunsdaily #gunsofinstagram #gunsgunsguns https://t.co/FKG1f5CrtD",0,2024-06-12
140,1801039504737755367,"@GovLarryHogan @BoydKRutherford Hogan's vetoed bills is very MAGA very Trumpian

https://t.co/LRCqmSebJm",0,2024-06-12
141,1801039305193730200,@nypost Nothing says being a sociopath like leaking family secrets while your father is fighting cancer!,2,2024-06-12
142,1801040543264256084,@BuzzPatterson No true lifelong republicans would ever vote for Biden &amp; Harris…..,0,2024-06-12
143,1801039523188515037,The “establishment” who’s interests Biden is safeguarding: https://t.co/noo64CgS5R,0,2024-06-12
144,1801039079535947960,"Reup: There has been a lot of wildly misinformed commentary abt WHY Hunter Biden's plea deal crashed, about which we learned a lot in MTD proceedings. 

This post lays it out. It WASN'T scope of immunity, tho Weiss did renege on that.

https://t.co/OKFgXBXTMt",407,2024-06-12
145,1801039619406053525,"#TRUMP
LETS #UNDEFUND THE #POLICE SAID #GUTFELD! GREAT ON POLICY #DONALD J #TRUMP THEE #ALPHA MALE_DEMOCRAT HELD CITIES_GOING TO HELL_HOMELESS ON THE STREETS_CANT GET AWAY_FROM THE SMELL_ELECT THE #GOP TO #CONGRESS BIG DIFFERENCE CANT YOU TELL #AMERICA 1ST #MAGA WE CAN NOT FAIL
=",0,2024-06-12
146,1801041331206406377,'Fear' of 'threats of violence': Jurors in Trump's hush money trial yet to speak out: Some of the jurors in Hunter Biden's gun trial are speaking out but not the jurors from former President Trump's hush money trial. Former RNC communications director… https://t.co/DtP4RlheYj https://t.co/HIXnM0oMFi,0,2024-06-12
147,1801039675819241604,"@SenWhitehouse It’s controversial to the GOP because no ethics benefits them and their rich cronies, esp. to give their dying minority party undue influence in government.",3,2024-06-12
148,1801039479022489988,@MAGA_Montgomery They told us that we could see who likes our tweets but I can't access it!,2,2024-06-12
149,1801039815166574841,"""911 #2"": IF/WHEN IT HAPPENS, WHO IS SOLELY RESPONSIBLE? BIDEN, NO! IT IS THE BIDEN VOTERS, THE DEMOCRATIC MEMBERS OF THE HOUSE AND SENATE AND...AND OF COURSE JOE BIDEN HIMSELF. HOW MANY MAY DIE IN A 2ND 911? 1K, 2K, OR 5K? WE HAVE 10-15 MILLION ILLEGALS, 19 TERRORISTS DID THIS. https://t.co/gNeCFjRsaD",0,2024-06-12
150,1801041513167638612,"@clif_high Clone?  Just looks like someone in a Biden MASK again.  WAKE UP PEOPLE!  How'd ya pass Kindergarten, 1st &amp; 2nd grades? They used to do this kind of basic testing.",0,2024-06-12
151,1801039982317969754,@BladeRocco It is an absurd and pathetic measure. 🙃🤦🏻‍♂️,0,2024-06-12
152,1801038920525725772,@wilderpatriot Biden voter. Boring.,0,2024-06-12
153,1801040814048448588,"@harryjsisson Biden is in the process of destroying our country and he is causing hardship on our citizens.  Inflation is out of control.  Crime is out of control.  We are so very close to a world war.  
  But let’s just keep the Trump derangement going.",0,2024-06-12
154,1801039674284122595,@CaptCoronado Will Biden ignore this like the balloons?,0,2024-06-12
155,1801041437682733354,Anyone agree that Biden is a doddering old fool now instead of a corrupt politician a few years ago.,1,2024-06-12
156,1801039952815202421,"@ThatMattOBrien @k8007nyc Using that same flawed logic of yours … if you’re republican and understand core conservative policies (pro life, supporting Allies such as Israel, Ukraine and etc) why would you vote for a dem in  the election",0,2024-06-12
157,1801041599452844061,"@Ca30199057Chris @kasie Nonsense, Maga Canman. It is guys like Trump who kept pushing this negative nonsense. Too many suckers bought it. Kassie nailed it. Name one country you prefer to the USA. Then move there.",0,2024-06-12
158,1801039119726088406,"@TheThe1776 @MAGA__Patriot You get what you vote for. A state that never had slaves,  pay people who never were slaves, paid for by people who never owned slaves....ps the state is 40+ Billion in the red.",13,2024-06-12
